TBESH - Translators Brief lexicon of Extended Strongs for Hebrew - STEPBible.org CC BY
See also
TFBDB - Translators Formatted full BDB lexicon - STEPBible.org CC BY (not yet available)
========================================================
Extended Strongs for Hebrew is backward compatible with original Strong and extended to include all entries in BDB (compatible with OpenScriptures) and all prefixes, suffixes, personal pronoun endings and punctuation (as tagged in Tyndale House texts) 
The Brief lexicon is based on Abridged BDB by Online Bible, and edited to conform with the extended Strongs. This is provided  for guidence only. Permission should be gained from Online Bible before these definitions are applied in any project. 
The Full lexicon is edited from the Full BDB by Tyndale House, formatted to make it easy to read, with expansion of abbreviations and revealing bibliographic details on hover. 

	==============================================================												
	Data created by www.STEPBible.org based on work at Tyndale House Cambridge (CC BY 4.0)												
	==============================================================												
	This licence allows you to:												
	* Include any part of this data in software or publications without requesting permission 												
	* Download the data and reformat it for your application, without changing the data												
	* Send any proposed corrections to STEPBibleATGmail.com. to be verified 												
	  (You MAY make changes yourself, but you should include a note of changes that can be viewed by those who use your new data)												
	* Refer others to github.com/STEPBible as the source of the data. Please do not redistribute it yourself. 												
	  (Updates or corrections are easier to implement when the data is distributed from a single source)												
	* We'd love to hear about your project when you make it available. Email us at STEPBibleATGmail.com..												
	==============================================================												

FIELD DESCRIPTIONS:
==============

eStrong#	These Extended Strong Numbers are mapped to BDB (and thereby to other modern lexicons) by OpenScriptures.org. This adds about 800 words which are found in modern lexicons but were not differentiated by Strong. 
	Numbers beyond 9000 include non-lexical prefixes and suffixed. They were created by Tyndale House, Cambridge. 
dStrong#	These Disambiguated Strong numbers differentiates distinct sub-meaning of words, and distinct indivuduals with the same name - see TinyURL.com/DisambiguatedStrongs. They are designed to be backward compatible with software that uses Strongs numbers. 
uStrong#	These Unified Strong numbers link together dStrong numbers that can be regarded as a single word, such as Aramaic & Hebrew versions or different spellings of the same word, and alternate names of the same individual or place. 

Gloss	These were created by Tyndale scholars

Hebrew form	These are based on BDB, then normalised. 

Transliteration	

Morph	These were created by Tyndale scholars as a simple grammatical value of the main word represented as Language:Type-Gender-Extra. 
	Language:Type-Gender-Extra.   Language is A=Aramaic, H=Hebrew, G=Greek and n+Name (which is not language specific). 
	Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative, Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb. 
	Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
	Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
(notes re Morph) 	Location is only used for places not named after people - eg: Israel = N:N-M-P (for the Person, and nation); Jerusalem = N:N--L; Canaanite is N:N-M-LG; Israelitess is N:N-F-PG
	Location is a geographical entity such as river, mountain or city eg "Dan", but Gentilic is used for Amon, Syria, Judah, or the tribal area of Dan. The idea is that someone from Dan is probably related to Dan unless he is called a Hittite, but someone from Jerusalem or the city of Dan could be from anywhere even though he is named after the city. So a "Shulemite" (who is prob from Salem ie Shalem aka Jerusalem) is dark-skinned and perhaps not a native from the area.
	Title is a misc category that incl names of gods, musical term & months and offices such as Pharaoh unless referring to an individual eg Pharaoh Necho who is N:N-M-P
	When F or M occ with L or T it refers to the gender of that person, not the location, so Jerusalem = N:N--L, Jerusalemites = N:N-G-L, Jerusalemitess = N:N-F-L 
	When Gentilics related to a person the STEP_LexicalTag points to the Person eg Danites => Dan.  When Gentilics point to a place, the STEP_LexicalTag points to that place, eg Gileadites => Gilead. When there is no numbered tag for the person or place, we probably aren't sure what it is, so the STEP_LexicalTag doesn't have anywhere different to point, eg. Girgashites. Some very common Gentilics (eg Levite) have gained a meaning of their own which may be related to a person but much less so - so the STEP_LexicalTag does not redirect to the entry for that person. 
	Odd ones: Jew=N:N-G-P, Jewish=N:A, Jewess+Ammonitess=N:N-G-P-F, Canaanite-trader=N:N-G-P / N:N-G-T, Chaldean-magi=N:N-G-L / N:N-G-T, Nephusim=N:N-G-T, Rephaim=N:N-G-P / N:N-G-T, Shulamite+Shunammite+Carmelitess+Jezreelitess=N:N-F-L

Meaning	These are based on the Abridged BDB by Online Bible, and edited to conform with the extended Strongs. They are for guidence only. Permission should be gained from Online Bible before these are applied in any project. 
	These defs refer to J. Green's A Concise Lexicon of the Biblical Languages (CLBL) and Harris, Archer, & Waltke's Theological Wordbook of the Old Testament (TWOT),)
	These definitions were edited to align with the eStrongs by Tyndale House Cambridge. Alignment with dStrongs is not yet completed. 


eStrong#	dStrong	uStrong	Hebrew	Transliteration	Morph	Gloss	Meaning
H0996	H0996G =	H0996G	בַּ֫יִן	ba.yin	H:A	between	: between<br> between, among, in the midst of (with other preps), from between
H0996	H0996H = a Meaning of	H0996G	בַּ֫יִן	ba.yin	H:A	between: among	: among<br> between, among, in the midst of (with other preps), from between<BR>A sub-meaning of <i>ben</i> (בַּ֫יִן ": between" H0996)
H0997	H0997 = in Aramaic of	H0996G	בֵּין	ben	A:Prep	between	between<BR>Aramaic of <i>ben</i> (בַּ֫יִן ": between" H0996)
H0998	H0998 =	H0998	בִּינָה	bi.nah	H:N-F	understanding	1) understanding, discernment<br>1a) act<br>1b) faculty<br>1c) object<br>1d) personified<BR>Aramaic equivalent: <i>bi.nah</i> (בִּינָה "understanding" H0999)
H0999	H0999 = in Aramaic of	H0998	בִּינָה	bi.nah	A:N-F	understanding	understanding, discernment<BR>Aramaic of <i>bi.nah</i> (בִּינָה "understanding" H0998)
H1000	H1000 =	H1000	בֵּיצָה	be.tsah	H:N-F	egg	egg
H1001	H1001 = in Aramaic of	H1002	בִּירְתָא	bi.ra	A:N-F	citadel	castle, citadel, palace<BR>Aramaic of <i>bi.rah</i> (בִּירָה "palace" H1002)
H1002	H1002 =	H1002	בִּירָה	bi.rah	H:N-F	palace	1) palace, castle<br>2) temple<BR>Aramaic equivalent: <i>bi.ra</i> (בִּירְתָא "citadel" H1001)
H1003	H1003 =	H1003	בִּירָנִית	bi.ra.nit	H:N-F	fortress	fortress, fortified place
H1004a	H1004A =	H1004A	בֵּית	bet	H:A	place	nm<br> place, origin, between
H1004b	H1004B =	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: home	: home/temple/building<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1004b	H1004G =	H1004G	בַּ֫יִת	ba.yit	H:N-M	Beth-(ashbea)	nm<br> This name is used for a house, habitation<BR>Combined with <i>ash.be.a</i> (אַשְׁבֵּעַ "Ashbea" H0791)
H1004b	H1004H =	H1004H	בַּ֫יִת	ba.yit	H:N-M	Beth (Haggan)	nm<br> This name is used for a house, habitation<BR>Combined with <i>hag</i> (גַּן "Haggan" H1588)
H1004b	H1004I = a Part of	H8425H	בַּ֫יִת	ba.yit	H:N-M	Beth-(togarmah)	nm<br> This name is used for a house, habitation<BR>Combined with <i>to.gar.mah</i> (תֹּגַרְמָה "-togarmah" H8425H)
H1004b	H1004J =	H1004J	בַּ֫יִת	ba.yit	H:N-M	House (of the Forest)	<BR> means: house, dwelling, household
H1004b	H1004K =	H1004K	בַּ֫יִת	ba.yit	H:N-M	House (of the Forests of Lebanon)	<BR> means: house, dwelling, household
H1004b	H1004L = a Part of	H1186	בַּ֫יִת	ba.yit	H:N-M	Beth-(baal-meon)	nm<br> This name mewans house, dwelling<BR>Combined with <i>ba.al me.on</i> (בַּ֫עַל מְעוֹן "Baal-meon" H1186)
H1004b	H1004M = a Meaning of	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: household	: household<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1004b	H1004N = a Meaning of	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: container	: container<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1004b	H1004O = a Meaning of	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: inside	: inside<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1004b	H1004P = in Hebrew of	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: palace	: home/temple/building<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1004b	H1004Q = in Hebrew of	H1004B	בַּ֫יִת	ba.yit	H:N-M	house: temple	: home/temple/building<br>nm<br>1) house<br>1a) house, dwelling habitation<br>1b) shelter or abode of animals<br>1c) human bodies (fig.)<br>1d) of Sheol<br>1e) of abode of light and darkness<br>1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>5a) those belonging to the same household<br>5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within
H1005	H1005 = in Aramaic of	H1004B	בַּ֫יִת	ba.yit	A:N-M	house	1) house (of men)<br>2) house (of God)
H1006	H1006 =	H1006	בַּ֫יִת	ba.yit	N:N--L	Bajith	 <BR> § Bajith = "house"<br> a place in Palestine<br>
H1007	H1007 =	H1007	בֵּית אָ֫וֶן	bet a.ven	N:N--L	Beth-aven	 <BR> § Beth-aven = "house of vanity"<br> a city east of Bethel<br>
H1008	H1008G =	H1008G	בֵּֽיתְ־אֵל	bet-el	N:N--L	Bethel	<BR> § Bethel = "house of God"<br>  ancient place and seat of worship in Ephraim on border of Benjamin, identified with Luz (former name)
H1008	H1008H =	H1008H	בֵּֽיתְ־אֵל	bet-el	N:N--L	Bethel	<BR> § Bethel = "house of God"<br>  a place in south country of Judah
H1009	H1009 =	H1009	בֵּית אַֽרְבֵֿאל	bet ar.bel	N:N--L	Beth-arbel	 <BR> § Beth-Arbel = "house of God's Ambush"<br> a place in Palestine, perhaps Gilead or Galilee<br>
H1010	H1010 = a Name of	H1186	בֵּית מְעוֹן	bet ba.al me.on	N:N--L	Beth-meon	Beth-meon = "house of Meon"<br> a city in the territory of Reuben<BR>Another name of <i>ba.al me.on</i> (בַּ֫עַל מְעוֹן "Baal-meon" H1186) 
H1011	H1011 =	H1011	בֵּית בִּרְאִי	bet bir.i	N:N--L	Beth-biri	 <BR> § Beth-birei = "house of a creative one"<br> a place in the territory of Simeon<br>
H1012	H1012 =	H1012	בֵּית בָּרָה	bet ba.rah	N:N--L	Beth-barah	Beth-barah = "house of (the) ford"<br> a place on the Jordan<BR>Also named: <i>Bēthabara</i> (Βηθαβαρά,Βηθανία "Bethany" G0962) 
H1013	H1013 =	H1013	בֵּית־גָּדֵר	bet-ga.der	N:N--L	Beth-gader	 <BR> § Beth-gader = "house of the wall"<br> a place in Judah<br>
H1014	H1014 =	H1014	בֵּית גָּמוּל	bet ga.mul	N:N--L	Beth-gamul	 <BR> § Beth-gamul = "house of recompense"<br> a place in Moab<br>
H1015	H1015 = a Name of	H5963	בֵּית דִּבְלָתָ֑יִם	bet div.la.ta.yim	N:N--L	Beth-diblathaim	Beth-diblathaim = "house of the two fig-cakes"<br> a place in Moab<BR>Another name of <i>al.mon div.la.ta.ye.mah</i> (עַלְמֹן דִּבְלָתָיְמָה "Almon-diblathaim" H5963) 
H1016	H1016G =	H1016G	בֵּית־דָּגוֹן	bet-da.gon	N:N--L	Beth-dagon	<BR> § Beth-dagon = "house of Dagon"<br>  the temple of Dagon in Judah
H1016	H1016H =	H1016H	בֵּית־דָּגוֹן	bet-da.gon	N:N--L	Beth-dagon	<BR> § Beth-dagon = "house of Dagon"<br>  the temple of Dagon in Asher
H1017	H1017 = a Name of	H1008G	בֵּית הָאֱלִי	bet ha.e.li	N:N--LG	Bethelite	Bethelite = "house of God"<br> an inhabitant of Bethel<BR>Another name of <i>bet-el</i> (בֵּֽיתְ־אֵל "Bethel" H1008G) 
H1018	H1018 =	H1018	בֵּית הָאֵצֶל	bet ha.e.tsel	N:N--L	Beth-ezel	 <BR> § Beth-ezel = "house of narrowing"<br> a place in Judah<br>
H1019	H1019 = a Name of	H1537G	בֵּית הַגִּלְגָּל	bet hag.gil.gal	N:N--L	Beth-gilgal	Beth-gilgal = "the house of the wheel"<br> a place in Palestine<BR>Another name of <i>gil.gal</i> (גִּלְגָּל "Gilgal" H1537G) 
H1020	H1020 =	H1020	בֵּית הַיְשִׁימוֹת	bet hay.shi.mot	N:N--L	Beth-jeshimoth	 <BR> § Beth-jesimoth = "house of the desolation"<br> a place in Moab given to the tribe of Reuben<br>
H1021	H1021 =	H1021	בֵּית הַכֶּ֫רֶם	bet hak.ke.rem	N:N--L	Beth-haccherem	 <BR> § Beth-haccerem = "house of the vineyard"<br> a place in Judah<br>
H1022	H1022 = a group of	H1035G	בֵּית הַלַּחְמִי	bet hal.lach.mi	N:N--LG	Bethlehemite	<BR>Group of <i>bet le.chem</i> (בֵּית לֶ֫חֶם "Bethlehem" H1035) <BR> § Bethlehemite = "house of bread"<br> an inhabitant of Bethlehem<br>
H1023	H1023 =	H1023	בֵּית הַמֶּרְחָק	bet ham.mer.chaq	N:N--L	Beth-merchak	Beth Ham-merchaq = "remote house"<br> house or settlement on the bank of Kidron
H1024	H1024 = a Name of	H4089G	בֵּית מַרְכָּבוֹת	bet ham.mar.ka.vot	N:N--L	Beth-marcaboth	Beth-marcaboth = "house of the chariots"<br> a place in Simeon<BR>Another name of <i>mad.man.nah</i> (מַדְמַנָּה "Madmannah" H4089G) 
H1025	H1025 =	H1025	בֵּית הָעֵ֫מֶק	bet ha.e.meq	N:N--L	Beth-emek	 <BR> § Beth-emek = "house of the valley"<br> a place on the border of Asher<br>
H1026	H1026 =	H1026	בֵּית הָֽעֲרָבָה	bet ha.a.ra.vah	N:N--L	Beth-arabah	 <BR> § Beth-arabah = "house of the desert valley" or "place of the depression"<br> a place in Judah or in Benjamin<br>
H1027	H1027 =	H1027	בֵּית הָרָם	bet ha.ram	N:N--L	Beth-haram	Beth-aram = "place of the height"<br> a place in Gad<BR>Also named: <i>bet ha.ran</i> (בֵּית הָרָן "Beth-haran" H1028) 
H1028	H1028 = a Name of	H1027	בֵּית הָרָן	bet ha.ran	N:N--L	Beth-haran	Beth-haran = "house of their mount: house of the joyful shouter"<br> a place in Gad, possibly "Beth Harran", one hour east of Jordan, opposite Jericho<BR>Another name of <i>bet ha.ram</i> (בֵּית הָרָם "Beth-haram" H1027) 
H1029	H1029 =	H1029	בֵּית הַשִּׁטָּה	bet hash.shit.tah	N:N--L	Beth-shittah	 <BR> § Beth-shittah = "house of the acacia tree" or "place of the acacia"<br> an unknown location, perhaps an acacia grove<br>
H1030	H1030 = a Spelling of	H1053G	בֵּית־הַשִּׁמְשִׁי	bet hash.shim.shi	N:N--LG	Bethshemite	Bethshemite or Beth-shemeshite = "house of the sun"<br> an inhabitant of Beth-shemesh<BR>Another spelling of <i>bet she.mesh</i> (בֵּית שֶׁ֫מֶשׁ "Beth-shemesh" H1053) 
H1031	H1031 =	H1031	בֵּית חׇגְלָה	bet chog.lah	N:N--L	Beth-hoglah	 <BR> § Beth-hoglah = "house of the partridge" or "place of partridge"<br> a place in Benjamin on the border with Judah<br>
H1032	H1032G =	H1032G	בֵּית חוֹרֹן	bet cho.ron	N:N--L	Beth-horon	<BR> § Beth-horon = "house of hollowness"<br>  two towns in Ephraim<br>1a) Upper Beth-horon-town on the mountains of Ephraim<br>1b) Lower Beth-horon-town located 800 feet (245 m) lower than Upper Beth-horon
H1032	H1032H =	H1032H	בֵּית חוֹרֹן	bet cho.ron	N:N--L	(Upper) Beth-horon	Beth-horon = "house of hollowness"<br> Upper Beth-horon-town on the mountains of Ephraim<BR>Combined with <i>el.yon</i> (עֶלְיוֹן ", Upper" H5945)
H1032	H1032I = a Name of	H1032G	בֵּית חוֹרֹן	bet cho.ron	N:N--L	(Lower) Beth-horon	Beth-horon = "house of hollowness"<br> Lower Beth-horon-town located 800 feet (245 m) lower than Upper Beth-horon on the mountains of Ephraim<BR>Combined with <i>bet cho.ron</i> (בֵּית חוֹרֹן "Beth-horon" H1032)
H1033	H1033 =	H1033	בֵּית כָּ֑ר	bet kar	N:N--L	Beth-car	 <BR> § Beth-car = "house of the ram" or "place of the lamb"<br> a place apparently belonging to the Philistines<br>
H1034	H1034 =	H1034	בֵּית לְבָאוֹת	bet le.va.ot	N:N--L	Beth-lebaoth	 <BR> § Beth-lebaoth = "house of lionesses"<br> a place in Simeon<br>
H1035	H1035G =	H1035G	בֵּית לֶ֫חֶם	bet le.chem	N:N--L	Bethlehem	<BR> § Beth-lehem = "house of bread (food)"<br>  a city in Judah, birthplace of David
H1035	H1035H =	H1035H	בֵּית לֶ֫חֶם	bet le.chem	N:N--L	Bethlehem	<BR> § Beth-lehem = "house of bread (food)"<br>  a place in Zebulun
H1036	H1036 = a Name of	H6084G	בֵּית לְעַפְרָה	bet le.aph.rah	N:N--L	Beth-le-aphrah	Bethel-aphrah = "house belonging to Aphrah" or "house to (i.e. of) dust"<br> a Philistine city<BR>Another name of <i>oph.rah</i> (עׇפְרָה "Ophrah" H6084G) 
H1037	H1037 =	H1037	בֵּית מִלּוֹא	bet mil.lo	N:N--L	Beth-millo	 <BR> § Beth-millo = "house of Millo" or "house of the rampart"<br>  a place near Shechem
H1038	H1038 = a Part of	H0062	בֵּית מַעֲכָה	bet ma.a.khah	N:N--L	(Abel)-beth-maacah	Beth-maachah = "house of pressure"<br> a place in the northern kingdom<BR>Combined with <i>a.vel</i> (אָבֵל "Abel" H0059H) 
H1039	H1039 =	H1039	בֵּית נִמְרָה	bet nim.rah	N:N--L	Beth-nimrah	Beth-Nimrah = "house of the leopard"<br> a place east of the Jordan in Gad<BR>Also named: <i>nim.rah</i> (נִמְרָה "Nimrah" H5247) 
H1040	H1040 =	H1040	בֵּית עֶ֑דֶן	bet e.den	N:N--L	Beth-eden	 <BR> § Beth-eden = "house of delight"<br> a city in Syria, modern Juseih (cuneiform = Bit Adini)<br>
H1041	H1041 =	H1041	בֵּית־עַזְמָ֫וֶת	bet az.ma.vet	N:N--L	Beth-azmaveth	Beth-azmaveth = "house of the strength of death"<br> a place near Jerusalem<BR>Also named: <i>az.ma.vet</i> (עַזְמָ֫וֶת "Azmaveth" H5820K) 
H1042	H1042 =	H1042	בֵּית־עֲנוֹת	bet a.not	N:N--L	Beth-anoth	 <BR> § Beth-anoth = "house of responses (or afflictions)"<br> a place in Judah<br>
H1043	H1043 =	H1043	בֵּית־עֲנָת	bet a.nat	N:N--L	Beth-anath	 <BR> § Beth-anath = "house of response (or affliction)"<br> a place in Naphtali<br>
H1044	H1044 =	H1044	בֵּית־עֵ֫קֶד	bet e.qed	N:N--L	Beth-eked	 <BR> § Beth-eged = "house of binding" i.e. "shearing house"<br> a place in the northern kingdom<br>
H1045	H1045 = combination of	H6253 (H1004B+H6253)	בֵּית עַשְׁתָּרוֹת	bet ash.ta.rot	N:N--L	Beth-ashtaroth	Beth-ashtaroth = "house of Ashtaroth"<br> a Philistine temple
H1046	H1046 =	H1046	בֵּית פָּ֑לֶט	bet pe.let	N:N--L	Beth-pelet	 <BR> § Beth-palet = "house of escape" or "place of escape"<br> a place in southern Judah<br>
H1047	H1047 =	H1047	בֵּית פְּעוֹר	bet pe.or	N:N--L	Beth-peor	 <BR> § Beth-peor = "house of Peor"<br> a place east of the Jordan, in the land of the Amorites, allotted to the tribe of Reuben<br>
H1048	H1048 =	H1048	בֵּית פַּצֵּץ	bet pats.tsets	N:N--L	Beth-pazzez	 <BR> § Beth-pazzez = "house of dispersion"<br> a place in Issachar<br>
H1049	H1049 =	H1049	בֵּית־צוּר	bet tsur	N:N--L	Beth-zur	 <BR> § Beth-zur = "house of the rock"<br>  a place in Judah
H1050	H1050 =	H1050	בֵּית־רְחוֹב	bet re.chov	N:N--L	Beth-rehob	Beth-rehob = "house of the street"<br> a place in Dan on road to Hamath<BR>Also named: <i>re.chov</i> (רְחוֹב "Rehob" H7340K) 
H1051	H1051 =	H1051	בֵּית רָפָא	bet ra.pah	N:N-M-P	Beth-rapha	A man of the tribe of Judah  living at the time of Divided Monarchy, only mentioned at 1Ch.4.12; <br> son of: Eshton (H0850); <br> brother of: Paseah (H6454) and Tehinnah (H8468) <BR> § Beth-rapha = "house of healing"<br> the son of Eshton<br>
H1052	H1052 =	H1052	בֵּית שְׁאָן	bet she.an	N:N--L	Beth-shean	 <BR> § Beth-shean or Beth-Shan = "house of ease"<br> a place in Manasseh, west of the Jordan<br>
H1053	H1053G =	H1053G	בֵּית שֶׁ֫מֶשׁ	bet she.mesh	N:N--L	Beth-shemesh	<BR> § Beth-shemesh = "house of the sun" or "sun-temple"<br>  a town in southwest Judah<br>
H1053	H1053H =	H1053H	בֵּית שֶׁ֫מֶשׁ	bet she.mesh	N:N--L	Beth-shemesh	<BR> § Beth-shemesh = "house of the sun" or "sun-temple"<br> a town in Issachar
H1053	H1053I =	H1053I	בֵּית שֶׁ֫מֶשׁ	bet she.mesh	N:N--L	Beth-shemesh	<BR> § Beth-shemesh = "house of the sun" or "sun-temple"<br> a town in Naphtali
H1053	H1053J = a Name of	H0204	בֵּית שֶׁ֫מֶשׁ	bet she.mesh	N:N--L	Heliopolis	Beth-shemesh = "house of the sun" or "sun-temple"<br>  a town in Egypt<BR>Another name of <i>on</i> (אֹן "On" H0204)
H1054	H1054 =	H1054	בֵּית־תַּפּוּחַ	bet tap.pu.ach	N:N--L	Beth-tappuah	 <BR> § Beth-tappuah = "house of the apple" of "place of apples"<br> a town in Judah<br>
H1055	H1055 =	H1055	בִּיתָן	bi.tan	H:N-M	palace	house, palace
H1056	H1056 = a Part of	H8612	בָּכָא	ba.kah	N:N--L	(Tophet of) Baca	Baca = "weeping"<br> a valley in Palestine<BR>Combined with <i>to.phet</i> (תֹּ֫פֶת "Topheth" H8612) 
H1057	H1057 =	H1057	בָּכָא	ba.kah	H:N-M	balsam	1) balsam tree-a shrub which drips sap when it is cut<br>2) possible name of a vale of balsam trees in <ref="Psa.84.6">Ps 84:6</ref>
H1058	H1058 =	H1058	בָּכָה	ba.khah	H:V	to weep	1) to weep, bewail, cry, shed tears<br>1a) (Qal)<br>1a1) to weep (in grief, humiliation, or joy)<br>1a2) to weep bitterly (with cognate acc.)<br>1a3) to weep upon (embrace and weep)<br>1a4) to bewail<br>1b) (Piel) participle<br>1b1) lamenting<br>1b2) bewailing
H1059	H1059 =	H1059	בֶּ֫כֶה	be.kheh	H:N-M	bitterly	a weeping
H1060	H1060 =	H1060	בְּכוֹר	be.khor	H:N-M	firstborn	1) firstborn, firstling<br>1a) of men and women<br>1b) of animals<br>1c) noun of relation (fig.)
H1061	H1061 =	H1061	בִּכּוּרִים	bik.kur	H:N-M	firstfruit	1) first-fruits<br>1a) the first of the crops and fruit that ripened, was gathered, and offered to God according to the ritual of Pentecost<br>1b) the bread made of the new grain offered at Pentecost<br>1c) the day of the first-fruits (Pentecost)
H1062	H1062 =	H1062	בְּכֹרָה	be.kho.rah	H:N-F	birthright	birthright, primogeniture, right of the first-born
H1063	H1063 =	H1063	בַּכֻּרוֹת	bik.ku.rah	H:N-F	early fig	1) first-ripe fig, early fig<br>2) (TWOT) firstfruits<BR>Also means: <i>bak.ku.rah</i> (בִּכּוּרָה "firstfruit" H1073)
H1064	H1064 =	H1064	בְּכוֹרַת	be.kho.rat	N:N-M-P	Becorath	A man of the tribe of Benjamin living at the time of United Monarchy, only mentioned at 1Sa.9.1; <br> son of: Aphiah (H0647); <br> father of: Zeror (H6872C) <BR> § Bechorath = "first-born"<br> a Benjamite ancestor of Saul<br>
H1065	H1065 =	H1065	בְּכִי	be.khi	H:N-M	weeping	a weeping, weeping
H1066	H1066 = a Name of	H1008G	בֹּכִים	bo.khim	N:N--L	Bochim	Bochim = "weeping"<br> a place near Gilgal (or Bethel), where sons of Israel wept<BR>Another name of <i>bet-el</i> (בֵּֽיתְ־אֵל "Bethel" H1008G) 
H1067	H1067 =	H1067	בְּכִירָה	be.khi.rah	H:N-F	firstborn	1) firstborn daughter, firstborn (of women)<br>1a) always used of women
H1068	H1068 =	H1068	בְּכִית	be.khit	H:N-F	weeping	weeping
H1069	H1069 =	H1069	בָּכַר	ba.khar	H:V	to be/bear firstborn	1) to be born first<br>1a) (Piel)<br>1a1) to bear early, new fruit<br>1a2) to give the right of the firstborn<br>1a2a) to make as firstborn<br>1a2b) to constitute as firstborn<br>1b) (Pual)<br>1b1) to be born a firstling<br>1b2) to be made a firstling<br>1c) (Hiphil) one bearing her first child
H1070	H1070 =	H1070	בֶּכֶר	be.kher	H:N-M	young camel	young camel, dromedary
H1071	H1071G =	H1071G	בֶּ֫כֶר	be.kher	N:N-M-P	Becher	A man of the tribe of Benjamin living at the time of Egypt and Wilderness, first mentioned at Gen.46.21; <br> son of: Benjamin (H1144); <br> brother of: Bela (H1106A), Ashbel (H0788), Gera (H1617), Naaman (H5283), Ehi (H0278), Rosh (H7220), Muppim (H4649), Huppim (H2650H), Ard (H0714), Ahiram (H0297) and Jediael (H3043); <br> father of: Zemirah (H2160), Joash (H3135), Eliezer (H0461I), Elioenai (H0454I), Omri (H6018H), Jeremoth (H3406H), Abijah (H0029K), Anathoth (H6068H) and Alemeth (H5964H)<BR> § Becher = "young camel"<br>1) a son of Ephraim<br>2) a son of Benjamin
H1071	H1071H =	H1071H	בֶּ֫כֶר	be.kher	N:N-M-P	Becher	A man of the tribe of Ephraim living at the time of Egypt and Wilderness, only mentioned at Num.26.35; <br> son of: Ephraim (H0669); <br> brother of: Shuthelah (H7803), Tahan (H8465), Ezer (H5827), Elead (H0496) and Beriah (H1283H)<BR>Also named: <i>bakh.ri</i> (בַּכְרִי "Becherite" H1076)<BR> § Becher = "young camel"<br>1) a son of Ephraim<br>2) a son of Benjamin
H1072	H1072 =	H1072	בִּכְרָה	bikh.rah	H:N-F	young camel	a young female camel, young camel, dromedary
